policy_id,exposure,driver_age,years_licensed,vehicle_age,vehicle_type,engine_power_kw,annual_mileage_km,region,urban_density,garage,bonus_malus,prior_claims_3y,commercial_use,telematics_opt_in,sum_insured,policy_year,num_claims,total_claim_amount,avg_claim_amount
P0018413,1.0,46,29,4,SUV,158,8650,NW,urban,True,1.094546351581762,1,False,True,35231.783071186015,2023,0,0.0,0.0
P0018414,1.0,52,35,3,hatchback,75,15789,NW,urban,True,0.8550183535335772,0,False,False,28833.68822388575,2023,0,0.0,0.0
P0018415,1.0,56,39,6,sedan,91,18373,NW,urban,True,0.8966161465064343,0,False,True,48105.219360395065,2024,0,0.0,0.0
P0018416,1.0,54,37,6,hatchback,66,11831,NW,urban,True,0.7305976696453783,0,False,False,41758.52777247418,2025,0,0.0,0.0
P0018417,1.0,47,30,9,SUV,140,3428,NW,urban,True,0.8856435752929156,0,False,False,19981.858886121303,2025,0,0.0,0.0
P0018418,1.0,34,17,5,sedan,122,12011,NW,urban,True,1.1933947777522251,0,False,False,26535.491243309214,2025,0,0.0,0.0
P0018419,1.0,50,31,9,sedan,115,22484,NW,urban,True,1.0201717579775365,0,False,False,50141.51082255705,2023,0,0.0,0.0
P0018420,1.0,39,22,7,hatchback,74,12058,NW,urban,False,0.882177670103682,0,False,True,23564.39135632926,2024,0,0.0,0.0
P0018421,1.0,31,13,6,van,89,7452,NW,urban,True,0.9632524929378141,0,False,False,25761.272016288975,2023,0,0.0,0.0
P0018422,1.0,36,20,5,van,70,15538,NW,urban,True,1.143775819536024,0,False,True,42625.970638732295,2023,0,0.0,0.0
P0018423,1.0,37,21,5,SUV,104,19123,NW,urban,False,1.1430724292375662,0,False,False,51169.73117830396,2023,0,0.0,0.0
P0018424,1.0,39,21,6,van,72,12910,NW,urban,False,0.9961218540864536,0,False,False,46255.099667427916,2024,0,0.0,0.0
P0018425,1.0,52,34,3,sports,162,12837,NW,urban,True,0.9163414849553848,0,False,False,28920.89874204075,2023,0,0.0,0.0
P0018426,0.75,42,23,7,sedan,142,9364,NW,urban,False,1.109461695222446,0,False,False,63056.33307033522,2025,1,577.04,577.04
P0018427,1.0,29,11,8,van,104,11864,NW,urban,True,1.1411208922341984,0,False,False,49334.78997540414,2025,0,0.0,0.0
P0018428,1.0,23,6,7,van,111,14741,NW,urban,True,0.9263034859407786,2,False,True,52024.6529210083,2024,0,0.0,0.0
P0018429,1.0,49,33,7,sedan,116,18942,NW,urban,False,0.6819455866495341,1,False,False,20565.227135972564,2025,0,0.0,0.0
P0018430,1.0,33,14,8,hatchback,69,9892,NW,urban,True,1.0742762802994048,0,False,False,28490.84641748139,2023,0,0.0,0.0
P0018431,1.0,36,20,8,sedan,103,41167,NW,urban,True,1.1351996496036283,0,False,False,37618.178568136194,2024,0,0.0,0.0
P0018432,1.0,43,24,5,SUV,103,20637,NW,urban,True,1.092398460228538,0,False,False,21146.009662062483,2025,0,0.0,0.0
P0018433,1.0,50,33,3,SUV,127,11535,NW,urban,True,1.1102492834112527,0,False,False,10827.582445093802,2024,0,0.0,0.0
P0018434,1.0,41,23,5,SUV,125,17033,NW,urban,True,0.8185393968467355,0,False,False,33901.534474907196,2024,0,0.0,0.0
P0018435,1.0,45,29,3,hatchback,50,24566,NW,urban,True,1.0258808967209034,0,False,True,46234.69118006455,2023,0,0.0,0.0
P0018436,1.0,32,13,6,hatchback,92,33633,NW,urban,True,0.9722252919599331,0,False,False,46853.693199130525,2023,0,0.0,0.0
P0018437,1.0,54,37,5,sedan,105,29084,NW,urban,True,1.070686233754044,0,False,False,50310.13623249315,2023,0,0.0,0.0
P0018438,1.0,40,22,7,sedan,133,12271,NW,urban,False,0.8673787969778136,0,False,True,57963.97758902893,2023,0,0.0,0.0
P0018439,1.0,47,31,7,hatchback,102,7464,NW,urban,True,1.1144497997878715,0,True,False,40491.71714583989,2024,1,2031.5,2031.5
P0018440,1.0,24,7,7,hatchback,117,21160,NW,urban,False,0.9731929196636566,0,False,False,33918.229218553715,2025,0,0.0,0.0
P0018441,1.0,45,28,3,sports,213,29058,NW,urban,True,0.9761446660944146,0,False,False,41217.41949433336,2025,1,2669.54,2669.54
P0018442,0.5,37,21,4,SUV,146,17956,NW,urban,False,0.8606694373352513,0,False,False,45522.569659642424,2025,0,0.0,0.0
P0018443,1.0,40,22,6,sedan,107,14453,NW,urban,True,0.9270146006950317,0,False,False,32092.325937246726,2025,0,0.0,0.0
P0018444,1.0,47,30,6,hatchback,69,24876,NW,urban,False,0.8725598475167897,1,False,False,40222.17152685168,2025,0,0.0,0.0
P0018445,1.0,52,34,2,hatchback,104,26675,NW,urban,True,0.8125456492979714,0,False,False,43221.69091348302,2024,0,0.0,0.0
P0018446,1.0,34,18,6,sedan,90,7966,NW,urban,True,1.1252752191928792,0,False,True,44913.20439447177,2025,0,0.0,0.0
P0018447,1.0,56,40,3,hatchback,79,10143,NW,urban,True,1.111239523008071,0,False,False,42160.73552693746,2024,0,0.0,0.0
P0018448,1.0,31,12,6,hatchback,81,19975,NW,urban,False,1.0933866778117889,0,False,False,54575.87857208665,2023,0,0.0,0.0
P0018449,1.0,42,26,8,SUV,140,20737,NW,urban,True,0.8923655121203053,0,False,False,14539.767150476247,2023,0,0.0,0.0
P0018450,1.0,30,11,8,hatchback,50,24908,NW,urban,True,0.8571393586779188,0,False,False,19392.66489985021,2025,0,0.0,0.0
P0018451,1.0,36,18,6,van,94,5906,NW,urban,True,1.052870771881775,0,False,False,46546.614654568446,2024,0,0.0,0.0
P0018452,1.0,54,36,0,sports,185,17916,NW,urban,True,1.0714265695166012,0,False,False,38311.77776704082,2025,0,0.0,0.0
P0018453,1.0,21,3,6,sedan,133,7595,NW,urban,False,1.125024099850747,0,False,True,37896.18049454926,2023,0,0.0,0.0
P0018454,1.0,56,38,5,hatchback,102,29717,NW,urban,True,1.0599090799142512,1,False,False,33354.800920551424,2024,0,0.0,0.0
P0018455,1.0,37,20,4,SUV,123,30804,NW,urban,True,1.1655628483024396,0,False,True,41661.78109853465,2024,0,0.0,0.0
P0018456,1.0,44,25,3,sports,211,3723,NW,urban,True,1.1805997541392153,0,False,False,32301.209613678806,2024,0,0.0,0.0
P0018457,1.0,23,7,9,SUV,125,16118,NW,urban,False,1.0706271702263155,0,False,False,19304.946149880325,2023,0,0.0,0.0
P0018458,1.0,47,29,11,hatchback,69,13512,NW,urban,False,0.9855368847546436,0,False,False,44083.293187624426,2025,0,0.0,0.0
P0018459,1.0,56,38,6,van,96,11086,NW,urban,True,0.9977429131138474,0,False,False,38001.15615889443,2023,0,0.0,0.0
P0018460,1.0,38,22,6,sedan,121,4498,NW,urban,False,1.13561372567544,0,False,False,55680.46796682601,2023,0,0.0,0.0
P0018461,1.0,35,17,8,sedan,86,26870,NW,urban,True,0.9517658102588531,0,False,False,39258.91735173677,2024,0,0.0,0.0
P0018462,1.0,52,33,2,hatchback,90,19636,NW,urban,False,0.9037330644869793,0,False,False,48853.283847616425,2024,1,1868.17,1868.17
P0018463,1.0,47,30,5,sedan,104,12700,NW,urban,False,0.9303254476846314,0,False,False,25220.586755325192,2025,0,0.0,0.0
P0018464,0.5,24,6,5,SUV,127,6406,NW,urban,False,0.7629984164416905,0,False,False,71458.5825943212,2025,0,0.0,0.0
P0018465,1.0,46,29,9,sedan,87,25083,NW,urban,False,0.9243925188636003,0,True,True,38812.36558412795,2024,0,0.0,0.0
P0018466,0.75,45,29,5,sports,196,8638,NW,urban,True,1.1073876763456192,0,False,False,47088.96560193979,2023,0,0.0,0.0
P0018467,1.0,44,28,8,hatchback,97,8468,NW,urban,True,0.8549104303581413,0,False,False,22996.264414549587,2023,0,0.0,0.0
P0018468,1.0,36,20,7,hatchback,50,9201,NW,urban,True,1.2006173793888748,0,False,True,32377.207436193425,2024,1,1993.65,1993.65
P0018469,1.0,34,16,9,sedan,87,24060,NW,urban,False,1.0860421388122758,0,False,False,54312.62042124926,2025,0,0.0,0.0
P0018470,1.0,67,48,3,hatchback,60,28242,NW,urban,False,1.229108179324841,0,False,False,31088.82466861832,2023,0,0.0,0.0
P0018471,1.0,39,23,3,SUV,148,14063,NW,urban,False,1.0990310807711474,0,False,True,31099.801334082793,2024,0,0.0,0.0
P0018472,1.0,38,22,8,sedan,119,15273,NW,urban,True,1.1547331525439803,0,False,False,23619.958281457948,2024,0,0.0,0.0
P0018473,0.75,66,47,6,sedan,112,9380,NW,urban,False,1.2735439067149232,0,False,True,46433.4438889654,2025,0,0.0,0.0
P0018474,1.0,32,13,13,sedan,80,18482,NW,urban,True,0.8318600475164767,0,False,True,47030.56372539357,2024,0,0.0,0.0
P0018475,1.0,35,17,5,hatchback,77,18814,NW,urban,False,1.1225680869569308,0,False,True,55433.374739964675,2023,0,0.0,0.0
P0018476,1.0,46,27,9,hatchback,50,18203,NW,urban,True,1.0760327200702249,0,True,False,43773.30062666388,2025,0,0.0,0.0
P0018477,1.0,44,28,7,sedan,114,19055,NW,urban,True,1.0891441020835682,0,False,False,34984.95315534452,2024,0,0.0,0.0
P0018478,1.0,77,60,5,SUV,156,8661,NW,urban,False,1.1509059358192832,0,False,False,48083.14019424173,2025,0,0.0,0.0
P0018479,1.0,46,27,4,van,50,20492,NW,urban,True,1.3478133653052264,0,False,False,38935.3299707397,2023,0,0.0,0.0
P0018480,1.0,37,20,5,hatchback,50,15410,NW,urban,True,1.059235120592841,0,True,False,29470.81791207409,2023,1,3605.21,3605.21
P0018481,0.75,34,17,6,hatchback,64,8277,NW,urban,True,0.847038526177918,0,False,False,23392.34124451928,2024,0,0.0,0.0
P0018482,1.0,25,7,5,sedan,97,6749,NW,urban,False,0.9180360708201708,0,False,False,28956.008568865396,2023,0,0.0,0.0
P0018483,1.0,53,35,8,sedan,109,15510,NW,urban,True,1.05771504191922,0,False,False,51200.15622993355,2025,1,3687.19,3687.19
P0018484,1.0,23,7,6,sedan,141,9520,NW,urban,False,0.9522468407410355,0,False,False,49393.61067298897,2023,0,0.0,0.0
P0018485,1.0,40,22,4,SUV,141,26119,NW,urban,True,1.116446697611845,0,False,False,23006.92124829125,2024,0,0.0,0.0
P0018486,1.0,37,19,8,sedan,88,13840,NW,urban,True,0.6520089219716663,0,False,False,48872.37428861665,2024,0,0.0,0.0
P0018487,0.75,28,10,6,hatchback,50,6342,NW,urban,True,1.04084686260102,0,False,False,52950.46853201022,2025,0,0.0,0.0
P0018488,1.0,36,17,5,hatchback,103,25887,NW,urban,True,0.9111475246908689,0,False,False,52919.040465016806,2025,0,0.0,0.0
P0018489,1.0,46,28,2,SUV,132,14737,NW,urban,False,0.8236427378784007,0,False,True,42552.19693657061,2023,0,0.0,0.0
P0018490,1.0,20,2,8,SUV,158,15608,NW,urban,True,1.2401205402533446,0,True,False,35201.69892433572,2025,0,0.0,0.0
P0018491,1.0,74,55,6,van,97,8472,NW,urban,True,0.9400556009623686,0,False,False,46328.23860367739,2025,0,0.0,0.0
P0018492,1.0,55,38,4,hatchback,74,16898,NW,urban,False,0.923839285523939,1,True,True,29452.688998291127,2023,0,0.0,0.0
P0018493,1.0,27,11,6,van,82,29750,NW,urban,True,1.1021206852006593,0,False,False,24541.065145761462,2025,0,0.0,0.0
P0018494,1.0,51,32,3,van,103,18297,NW,urban,True,0.9997495641617111,0,False,False,22476.264792431106,2025,0,0.0,0.0
P0018495,1.0,37,18,7,van,113,4050,NW,urban,True,1.0871236985931276,0,False,False,36608.40052126892,2025,0,0.0,0.0
P0018496,1.0,24,5,7,hatchback,99,9807,NW,urban,False,1.2341723312383925,0,False,False,42336.18568121339,2024,0,0.0,0.0
P0018497,1.0,37,18,7,sedan,118,16542,NW,urban,True,0.9570974378124999,0,False,False,42813.0914428536,2023,0,0.0,0.0
P0018498,1.0,52,33,0,sports,188,11382,NW,urban,True,0.8749841364422555,0,False,False,38460.01889569464,2023,0,0.0,0.0
P0018499,1.0,43,25,9,sedan,125,9410,NW,urban,True,1.0390234970417986,0,False,True,41788.74102512721,2025,1,1777.21,1777.21
P0018500,1.0,30,14,5,SUV,124,11131,NW,urban,False,1.1663262970582458,2,False,True,41473.771177648545,2024,0,0.0,0.0
P0018501,1.0,47,29,5,sedan,128,3735,NW,urban,False,1.0369706383951054,0,False,False,47782.03773437981,2023,0,0.0,0.0
P0018502,1.0,44,28,6,sedan,88,32020,NW,urban,False,0.7926969576132518,0,False,False,32034.2131378844,2023,0,0.0,0.0
P0018503,1.0,45,29,5,sedan,124,9991,NW,urban,False,1.04782265950816,0,False,False,39019.31447986343,2023,0,0.0,0.0
P0018504,1.0,41,23,5,SUV,158,8639,NW,urban,True,0.9462413925090266,0,False,False,54603.56466303741,2025,0,0.0,0.0
P0018505,1.0,52,33,6,hatchback,83,8195,NW,urban,False,1.0429576613703941,0,False,False,44922.96361954261,2023,0,0.0,0.0
P0018506,1.0,43,27,5,sedan,114,34094,NW,urban,False,0.9772848161771762,0,False,False,32652.97339859351,2023,0,0.0,0.0
P0018507,1.0,24,8,6,van,99,5952,NW,urban,False,1.1490376275661793,0,False,True,45122.160717439714,2025,0,0.0,0.0
P0018508,1.0,49,31,6,van,88,14057,NW,urban,True,0.806204664798602,0,False,False,33399.619897540644,2024,0,0.0,0.0
P0018509,1.0,33,16,7,SUV,127,16497,NW,urban,False,0.7953949201473839,0,False,False,39961.29529559078,2025,0,0.0,0.0
P0018510,1.0,43,24,6,hatchback,87,8671,NW,urban,True,0.9919597216926289,0,False,False,36241.64033710859,2023,1,3963.63,3963.63
P0018511,1.0,46,30,7,sedan,109,23742,NW,urban,False,0.9347652371813409,0,False,False,26059.57007370142,2025,0,0.0,0.0
P0018512,1.0,37,18,7,sedan,114,13727,NW,urban,True,1.305987483917903,0,False,False,49238.3386719373,2023,0,0.0,0.0
P0018513,1.0,32,15,3,sports,201,9863,NW,urban,True,1.1582238672817218,0,False,True,36202.95137289911,2024,0,0.0,0.0
P0018514,1.0,47,30,9,sedan,128,7184,NW,urban,False,1.17812097678576,0,False,True,34283.397477510545,2023,0,0.0,0.0
P0018515,1.0,52,34,5,van,88,10444,NW,urban,False,1.02382204122333,1,False,False,38542.38760154793,2025,0,0.0,0.0
P0018516,0.75,48,29,6,hatchback,65,21837,NW,urban,False,1.0844236875853803,0,True,False,47796.551916006385,2024,0,0.0,0.0
P0018517,1.0,39,22,6,van,94,11743,NW,urban,False,1.0727107969557952,0,False,False,28770.91504127548,2025,0,0.0,0.0
P0018518,0.75,28,10,9,sedan,106,12066,NW,urban,False,1.0441543304230427,0,False,False,48319.44739859397,2025,0,0.0,0.0
P0018519,1.0,36,18,6,sedan,79,8350,NW,urban,False,0.9766254356403783,0,False,False,55371.01872824308,2024,0,0.0,0.0
P0018520,1.0,47,29,4,van,88,11955,NW,urban,False,0.9504371618122266,0,False,False,51117.39568671848,2024,0,0.0,0.0
P0018521,1.0,33,14,9,hatchback,65,21623,NW,urban,True,1.2698751149434266,0,False,True,36908.300142384076,2024,0,0.0,0.0
P0018522,1.0,45,29,7,hatchback,73,21252,NW,urban,True,1.0743904605514079,0,False,False,56741.62742326196,2023,0,0.0,0.0
P0018523,1.0,35,16,5,hatchback,85,18687,NW,urban,True,0.7777167941764475,0,False,True,10417.842339715065,2025,0,0.0,0.0
P0018524,1.0,18,2,8,sedan,66,7505,NW,urban,True,0.778547106965861,0,False,False,61629.207916410436,2024,0,0.0,0.0
P0018525,1.0,42,26,2,SUV,143,13620,NW,urban,True,0.9843881297701109,0,False,False,41149.063849803475,2023,1,856.59,856.59
P0018526,1.0,39,20,3,sports,205,19144,NW,urban,True,0.812167892518125,0,False,False,43071.173845536236,2023,0,0.0,0.0
P0018527,1.0,40,23,9,SUV,148,15072,NW,urban,False,1.2175167890441032,0,False,False,58037.67884200696,2025,0,0.0,0.0
P0018528,1.0,32,14,2,SUV,124,17081,NW,urban,True,0.8499580281055742,0,False,False,27429.770171548706,2023,0,0.0,0.0
P0018529,1.0,49,33,8,sedan,146,2976,NW,urban,False,0.9013473729919622,0,False,False,35463.627051258205,2023,0,0.0,0.0
P0018530,1.0,39,20,8,sedan,88,3611,NW,urban,False,1.039717968837961,0,False,False,48562.75018487263,2023,0,0.0,0.0
P0018531,1.0,46,29,11,sedan,113,11296,NW,urban,False,1.2061043064126142,0,False,False,38338.58669262365,2023,0,0.0,0.0
P0018532,1.0,40,24,4,SUV,175,6832,NW,urban,False,1.0132524166430197,0,False,False,44532.60855345595,2025,0,0.0,0.0
P0018533,1.0,36,20,3,sedan,100,12886,NW,urban,True,1.0321769627760429,0,False,True,43468.937402222335,2025,0,0.0,0.0
P0018534,0.5,45,29,6,sedan,105,29620,NW,urban,True,0.9441851401475589,0,False,True,21387.532025573808,2024,0,0.0,0.0
P0018535,1.0,39,21,6,van,97,11113,NW,urban,False,1.1192682936973026,0,False,True,37301.16219560814,2024,0,0.0,0.0
P0018536,1.0,38,22,8,van,106,13153,NW,urban,False,0.6,0,False,False,45300.38646674661,2025,0,0.0,0.0
P0018537,1.0,47,29,6,SUV,191,6515,NW,urban,False,1.155653020377778,0,False,False,35117.84405991384,2024,0,0.0,0.0
P0018538,1.0,24,6,7,SUV,145,16742,NW,urban,True,1.0532590796305747,0,False,True,60160.16359891227,2025,1,2165.79,2165.79
P0018539,1.0,57,40,11,sedan,110,18015,NW,urban,True,0.9460243166370709,0,False,False,35798.6928046325,2025,0,0.0,0.0
P0018540,1.0,33,15,5,SUV,148,4252,NW,urban,True,0.9858712741164386,0,False,True,43367.95595667104,2024,0,0.0,0.0
P0018541,1.0,32,15,6,SUV,103,7845,NW,urban,True,0.8860748971677003,0,False,True,51256.93740819145,2025,0,0.0,0.0
P0018542,1.0,52,35,13,sedan,133,19572,NW,urban,False,1.0018608427844635,0,False,False,33411.99114559206,2024,0,0.0,0.0
P0018543,1.0,28,12,7,sedan,154,13825,NW,urban,True,0.9913030544889703,0,False,False,46008.032314645265,2025,0,0.0,0.0
P0018544,1.0,71,55,2,hatchback,126,6190,NW,urban,False,1.0613226997460095,0,False,False,28908.480178797614,2024,0,0.0,0.0
P0018545,1.0,36,20,5,sedan,117,35906,NW,urban,True,0.9162560869148322,0,False,False,22044.582629625114,2024,0,0.0,0.0
P0018546,1.0,36,20,2,sedan,92,13998,NW,urban,True,0.9710670304177306,0,False,False,15712.237843909032,2024,0,0.0,0.0
P0018547,1.0,27,10,4,SUV,129,11219,NW,urban,False,1.0661647279126867,0,False,True,48359.94117593085,2025,0,0.0,0.0
P0018548,1.0,18,1,6,hatchback,78,3556,NW,urban,True,0.697439896583521,0,False,False,57897.77071916964,2025,0,0.0,0.0
P0018549,1.0,27,10,2,SUV,133,22767,NW,urban,False,1.0893495407791112,0,False,False,45723.1068790367,2024,0,0.0,0.0
P0018550,1.0,20,4,5,van,84,15067,NW,urban,False,0.6956857292837442,0,False,False,39601.21168813425,2023,0,0.0,0.0
P0018551,1.0,34,15,3,sedan,96,10464,NW,urban,True,0.8133666256197968,0,False,False,47062.007998925226,2023,0,0.0,0.0
P0018552,1.0,35,16,5,sedan,94,8997,NW,urban,True,1.1374054728328464,0,False,True,60134.05679721407,2023,0,0.0,0.0
P0018553,0.75,34,16,2,sports,163,15286,NW,urban,True,0.9792239123673313,0,False,False,43051.570136073184,2024,0,0.0,0.0
P0018554,1.0,30,14,2,SUV,147,17910,NW,urban,True,1.09282288612748,0,True,True,54871.96531993469,2024,0,0.0,0.0
P0018555,1.0,23,4,9,SUV,164,10693,NW,urban,True,1.0019230990095358,0,False,False,43703.05114874247,2025,0,0.0,0.0
P0018556,1.0,27,10,4,hatchback,89,30121,NW,urban,False,1.1266080685253372,0,False,False,24998.57287825629,2024,0,0.0,0.0
P0018557,0.5,29,12,8,hatchback,112,16762,NW,urban,True,1.1886883855073624,0,False,False,36583.18002246098,2023,0,0.0,0.0
P0018558,0.75,35,16,1,sports,210,12690,NW,urban,True,0.9579282566624252,1,False,True,35368.94471190999,2024,0,0.0,0.0
P0018559,1.0,32,16,1,sports,208,6235,NW,urban,True,0.6,0,False,False,21256.589416241914,2023,0,0.0,0.0
P0018560,1.0,37,18,4,hatchback,55,8582,NW,urban,True,1.0840530369501298,0,False,False,33662.59402554557,2023,0,0.0,0.0
P0018561,1.0,56,37,5,sports,171,3914,NW,urban,True,0.8622826299260848,0,False,False,10469.126091600572,2023,0,0.0,0.0
P0018562,1.0,28,10,9,SUV,131,16645,NW,urban,False,1.103940527939523,0,False,False,29357.13732024193,2023,1,6444.37,6444.37
P0018563,1.0,32,14,7,sedan,104,13664,NW,urban,False,0.9833108641395653,1,False,False,15860.090839833245,2025,0,0.0,0.0
P0018564,1.0,43,26,9,hatchback,57,8533,NW,urban,False,1.1127570582524104,0,False,False,31988.703589140187,2023,0,0.0,0.0
P0018565,1.0,40,22,3,SUV,168,12107,NW,urban,False,0.9089688046921545,0,False,False,63387.38788376087,2025,0,0.0,0.0
P0018566,1.0,22,5,5,hatchback,109,12088,NW,urban,False,1.2952237800295068,0,False,False,50267.22875782676,2024,0,0.0,0.0
P0018567,1.0,48,30,6,SUV,123,16386,NW,urban,False,0.7377584529814211,0,False,False,34249.77359447053,2024,0,0.0,0.0
P0018568,1.0,43,27,9,van,89,6721,NW,urban,True,0.9982772864079693,0,False,False,41357.80778606583,2025,0,0.0,0.0
P0018569,1.0,70,53,8,sedan,91,21372,NW,urban,False,1.1592091240475677,0,False,True,25880.07021699995,2023,0,0.0,0.0
P0018570,1.0,55,39,9,van,78,8990,NW,urban,False,1.1278895132472255,0,True,False,28904.45726592651,2023,0,0.0,0.0
P0018571,1.0,39,22,6,SUV,162,8957,NW,urban,True,0.9499125680946341,0,False,False,66151.54655644615,2023,0,0.0,0.0
P0018572,1.0,47,29,8,sedan,91,20572,NW,urban,True,0.8532023751667921,0,False,True,35631.469982402385,2023,0,0.0,0.0
P0018573,1.0,37,21,5,sedan,114,14972,NW,urban,True,1.0766129947443104,0,False,False,28474.684101522653,2025,0,0.0,0.0
P0018574,1.0,57,38,3,SUV,82,11797,NW,urban,True,1.0339184395888643,0,False,False,33178.55906895748,2023,0,0.0,0.0
P0018575,1.0,38,19,3,sports,224,18103,NW,urban,True,1.0922210288139962,0,True,False,52462.34203648795,2025,0,0.0,0.0
P0018576,0.75,36,19,6,hatchback,81,11303,NW,urban,False,0.875385727187502,0,False,False,49179.93056169627,2024,0,0.0,0.0
P0018577,1.0,22,6,7,hatchback,97,6078,NW,urban,True,0.9612565965567944,0,False,True,25695.206736574644,2023,0,0.0,0.0
P0018578,0.75,39,21,2,SUV,145,3711,NW,urban,True,0.9927539923270299,0,False,False,38057.707866253746,2024,0,0.0,0.0
P0018579,1.0,40,21,4,sports,196,7231,NW,urban,False,0.8444764749395622,0,False,False,49190.308911425716,2023,0,0.0,0.0
P0018580,1.0,48,30,6,sedan,94,10686,NW,urban,False,1.3561685542840556,0,False,False,25092.01979253429,2023,0,0.0,0.0
P0018581,1.0,28,12,4,sedan,88,11372,NW,urban,False,1.0437901107925691,0,False,False,28034.136929833454,2023,0,0.0,0.0
P0018582,1.0,48,30,2,sports,149,23498,NW,urban,True,0.9207625442221117,0,False,False,33980.082663421774,2023,0,0.0,0.0
P0018583,1.0,21,4,10,hatchback,116,4783,NW,urban,True,0.7419575865354522,1,False,True,27497.302964630657,2023,0,0.0,0.0
P0018584,1.0,41,24,9,sedan,136,16046,NW,urban,True,0.885221383229416,0,False,False,34644.65581638721,2025,0,0.0,0.0
P0018585,0.5,33,15,8,sedan,135,24267,NW,urban,True,0.8517732348907051,0,False,False,44818.93470661856,2023,0,0.0,0.0
P0018586,0.5,35,16,8,sedan,103,7553,NW,urban,True,1.016560687912038,0,False,False,30996.07875468177,2025,0,0.0,0.0
P0018587,1.0,33,17,9,hatchback,94,25406,NW,urban,False,1.1151594226438002,0,False,False,36929.27655860486,2025,1,1774.65,1774.65
P0018588,1.0,29,13,9,sedan,96,8134,NW,urban,True,0.9887299163265335,0,False,True,47536.228280167095,2023,0,0.0,0.0
P0018589,1.0,32,16,7,sedan,134,12830,NW,urban,True,1.1424857770094408,0,True,False,43027.36055081692,2025,0,0.0,0.0
P0018590,0.5,50,34,7,hatchback,77,12238,NW,urban,False,0.9848270128940039,0,True,True,5000.0,2025,0,0.0,0.0
P0018591,1.0,31,12,5,sedan,101,13270,NW,urban,True,0.9750592776022929,0,False,False,52070.0915763545,2025,0,0.0,0.0
P0018592,1.0,44,28,8,sedan,91,11342,NW,urban,False,1.0356010301801595,0,False,False,50507.91970409486,2023,0,0.0,0.0
P0018593,1.0,43,27,7,hatchback,76,4734,NW,urban,True,0.8882539575856394,0,False,False,27094.890188360718,2025,0,0.0,0.0
P0018594,1.0,22,4,7,van,73,13117,NW,urban,True,0.9523106763180303,0,False,False,47989.56402586931,2023,0,0.0,0.0
P0018595,1.0,53,36,8,sedan,79,12664,NW,urban,True,1.0917540633541745,0,False,False,36592.7097650015,2025,0,0.0,0.0
P0018596,1.0,49,30,3,sedan,100,27478,NW,urban,False,0.786992307599762,0,False,False,43616.92960232392,2025,0,0.0,0.0
P0018597,1.0,51,33,6,sedan,117,30548,NW,urban,True,0.8508900804102381,0,True,False,32176.389340542333,2023,0,0.0,0.0
P0018598,1.0,50,34,6,hatchback,73,14168,NW,urban,False,0.8502133940589232,0,False,False,47013.57113205484,2024,0,0.0,0.0
P0018599,1.0,42,25,10,sedan,92,32334,NW,urban,True,0.9513214146930115,0,True,False,38001.73693892529,2024,0,0.0,0.0
P0018600,0.5,79,60,8,hatchback,142,4452,NW,urban,False,0.9765645625195657,0,False,False,42734.67154239522,2023,0,0.0,0.0
P0018601,1.0,28,11,5,SUV,131,13377,NW,urban,True,0.7245069112990266,0,False,False,35060.82727595611,2025,0,0.0,0.0
P0018602,1.0,24,5,4,hatchback,105,13215,NW,urban,True,1.0655116518823542,0,False,False,39294.06688744844,2024,0,0.0,0.0
P0018603,1.0,46,29,3,SUV,99,27111,NW,urban,True,0.9681597225765299,0,False,False,41614.655752295446,2023,0,0.0,0.0
P0018604,1.0,33,15,3,van,50,24201,NW,urban,False,1.0514890262298924,0,False,False,44157.37425498264,2023,0,0.0,0.0
P0018605,1.0,40,23,0,sports,219,14814,NW,urban,True,1.0064774266179017,0,False,False,55836.5534603127,2024,0,0.0,0.0
P0018606,1.0,34,15,4,van,100,25721,NW,urban,False,0.992586049202445,0,False,False,50249.82219525534,2025,0,0.0,0.0
P0018607,1.0,37,19,3,SUV,158,13274,NW,urban,False,0.9470868634676891,0,True,False,29486.80870910692,2023,0,0.0,0.0
P0018608,1.0,57,39,6,hatchback,91,30594,NW,urban,False,1.2196234158991097,0,False,False,23569.634952309385,2025,0,0.0,0.0
P0018609,1.0,29,10,8,hatchback,50,32946,NW,urban,True,0.9275788942690582,0,False,False,12714.738078183096,2023,0,0.0,0.0
P0018610,1.0,28,9,7,hatchback,85,11897,NW,urban,False,1.0471035351421163,0,False,False,48827.25579784013,2025,0,0.0,0.0
P0018611,1.0,47,28,4,van,116,14248,NW,urban,True,1.056287575090213,0,False,False,27210.299602564315,2025,0,0.0,0.0
P0018612,1.0,48,31,6,SUV,104,16744,NW,urban,True,0.8054982278104715,0,False,False,28005.38294894611,2025,0,0.0,0.0
P0018613,1.0,48,32,7,hatchback,71,10162,NW,urban,False,0.940022159366964,0,False,False,40434.63149470078,2024,0,0.0,0.0
P0018614,1.0,29,13,6,hatchback,92,16516,NW,urban,False,0.9226142437469187,0,False,True,21761.301345975844,2025,0,0.0,0.0
P0018615,1.0,54,38,6,hatchback,58,14765,NW,urban,True,1.1005275492177715,0,False,False,49931.01939149518,2023,0,0.0,0.0
P0018616,1.0,38,20,1,sports,210,8286,NW,urban,True,0.8829573704725491,0,False,False,33790.89289258433,2025,0,0.0,0.0
